objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
blackworld026,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA64#v=onepage&q&f=false,,"My House//poems by Nikki Giovanni, Like a Ripple on a Pond// record by Nikki Giovanni",pdf,A book review and analysis of Nikki Giovanni's poetry collection 'My House' and record 'Like a Ripple on a Pond.',Kalamu Ya Salaam,Johnson Publishing,1974.07,yes,single-page; photographs,Daily Idahoan; Psychiana Staff,"Newark, New Jersey",,,Daily Idahoan,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_037b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld027,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA71#v=onepage&q&f=false,,The Black Book,pdf,"A book review of the historical anthology book, The Black Book. ",Woodie King Jr.,Johnson Publishing,1974.07,yes,single-page; photographs,Pipe Organ,"New York City, New York",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld028,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=false,,Antigua Black,pdf,"A book review of Antigua Black, a book about the Black people of Antigua",,johnson Publishing,1974.07,,single-page; photographs,Psychiana Headquarters; Psychiana Staff,Antigua,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_018a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld029,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA77#v=onepage&q&f=false,,Music Festival,pdf,"An announcement for the Second John Henry Memorial Authentic Blues and Gospel Jubilee in Clifftop, West Virginia",,johnson Publishing,1974.07,yes,single-page; photographs,Daily Idahoan; Psychiana Staff,"Clifftop, West Virginia",,,Daily Idahoan,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_038,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld030,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA78#v=onepage&q&f=false,,The Novels of Hal Bennett Part II,pdf,"In this article, Walcott analyzes the works of Hal Bennett. This article is a continuation of Walcott's work in the June 1974 issue. This article covers Bennett's novels Lord of Dark Places, A Wilderness of Vines and The Black Vine. ",Ronald Walcott,johnson Publishing,1974.07,,single-page; photographs,Psychiana Headquarters; Psychiana Staff,"New York City, New York",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld031,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PA97#v=onepage&q&f=false,,Hands,pdf,A poem about nature. ,Ashanti,johnson Publishing,1974.07,,single-page; photographs,Psychiana Headquarters; Psychiana Staff; Lessons,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_021,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld032,https://books.google.com/books?id=cToDAAAAMBAJ&lpg=PA1&pg=PT3#v=onepage&q&f=false,,"Would He Look Better in a Sweater and Chinos, with a science book under his arm?",pdf,"A critique of both white and black people from all political ideologies, who condemn Black 'militants'.",,johnson Publishing,1974.07,yes,single-page; photographs,Psychiana Headquarters; Psychiana Staff,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld033,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,On Richard Wright and Zora Neale Hurston,pdf,"An article about the two famous early twentieth century Black writers, Zora Neale Hurston and Richard Wright. This article explores these two's works, as well as the similarities and differences in opinion on race between the two.",June Jordan,johnson Publishing,1974.08,,single-page; photographs,Psychiana Headquarters; Psychiana Staff,"New York City, New York",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_019,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld034,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA10#v=onepage&q&f=false,,Black Women Image Makers,pdf,"This article examines negative portrayals of Black women in white media, and the Black female writers like Maya Angelou, Alice Walker, Paule Marshall, and others. ",Mary Helen Washington,johnson Publishing,1974.08,yes,single-page; photographs,"Moscow, Idaho; Finances","Detriot, Michigan",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld035,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA19#v=onepage&q&f=false,,A Sea of Brown Boys,pdf,A poem about inner city Black communities,Barbara D. Mahone,johnson Publishing,1974.08,yes,single-page; photographs,Daily Idahoan; Psychiana Staff,"Chicago, Illinois",,,Daily Idahoan,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_035,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld036,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA20#v=onepage&q&f=false,,Zora Neale Hurston: The Novelist-Antrhopologist's Life/Works,pdf,This article is the biography of the life and work of Zora Neale Hurston,Ellease Southerland,johnson Publishing,1974.08,yes,single-page; photographs,Psychiana Headquarters; Psychiana Staff,"Eatonville, Florida",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld037,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA30#v=onepage&q&f=false,,The Televised Rape of Miss Jane Pitman,pdf,This article is a critique of the 1974 television movie  The Autobiography of Miss Jane Pittman,Alvin Ramsey,johnson Publishing,1974.08,,single-page; photographs,Psychiana Headquarters; Psychiana Staff; Mailings,Louisiana,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_028,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld038,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA37#v=onepage&q&f=false,,On a Dead Child,pdf,A poem about violence,Elwood N. Dudley,johnson Publishing,1974.08,yes,single-page; photographs,Psychiana Headquarters; Psychiana Staff; Mailings,"Madison, Minnesota",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Psychiana Photographs'",mg101_b6_psychiana_photographs_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld039,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA38#v=onepage&q&f=false,,The Collapse of Portugal's African Empire,pdf,"An article about the European colonization of Africa, and how Portuguese control of Africa fell to independence movements in the early 1970s",Ladun Anise,johnson Publishing,1974.08,yes,single-page; photographs,Portraits; Middle-Aged Frank B. Robinson,Angola,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld040,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA40#v=onepage&q&f=false,,The Developing Crisis in Southern Africa,pdf,An article about the political strife in Zamiba in the 1970s,T.X. Makiwane,johnson Publishing,1974.08,yes,single-page; photographs,Portraits; Middle-Aged Frank B. Robinson,Zambia,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld041,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA48#v=onepage&q&f=false,,Moments,pdf,A poem about war,Nubia Kai,johnson Publishing,1974.08,yes,single-page; photographs,Portraits; Middle-Aged Frank B. Robinson,"Detroit, Michigan",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_08,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld042,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA49#v=onepage&q&f=false,,Festival Warning,pdf,"A warning about a scam going on at the time, where people posed as travel agents and took money from African Americans trying to go to a music fesitival in Lagos.",,johnson Publishing,1974.08,yes,multiple-page; application forms,Application; Commission; Teaching; Sales Agent; Spreading Psychiana,"Lagos, Nigeria",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld043,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA49#v=onepage&q&f=false,,Perspectives,pdf,"A review of new at the time books, plays, music acts, etc, notable in the Black community. Some standouts are James Baldwin's If Beale Street Could Talk, publications in the Black Scholar and a poetry collection by Joyce Carol Thomas. It also notes grants won by African American professors and art museums. ",,johnson Publishing,1974.08,yes,single-page; order forms,Order Blank; Prices; Psychiana Publications,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld044,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=false,,"Books Noted: The Price is Too High: A Look at Wole Soyinka's ""The Man Died""",pdf,"A book review of Wole Soyinka's ""The Man Died,"" which is a collection of his notes from prison during the Nigerian Civil War",Carrie Sembene,johnson Publishing,1974.08,yes,single-page; instructions,Students Exercises; Psychiana Affirmations,"Abeokuta, Nigeria",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld045,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=false,,Manchupa Suite,pdf,A short poem about identity,Everett Hoagland,johnson Publishing,1974.08,,multiple-page; flyers,Successful; Material Abundance; Spiritual Abundance Reason; Law; Los Angeles,"Dartmouth, Massachusetts",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_043,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld046,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=false,,Pigs,pdf,A short story about a Black Muslim couple and preserving their heritage through food,Everett Hoagland,johnson Publishing,1974.08,yes,multiple-page; flyers,Doomed; Atomic War; Hiroshima; Civilizations; World War,"New Bedford, Massachusetts",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld047,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA57#v=onepage&q&f=false,,"Batuki: For Recalcitrant Cape Verdean Americans and Other ""Black"" Portugese",pdf,A poem about Black Portugese Identity,Everett Hoagland,johnson Publishing,1974.08,yes,single-page; photographs,Portraits; Young Frank B. Robinson,"Dartmouth, Massachusetts",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld048,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA65#v=onepage&q&f=false,,Tanzania-Zambia Railway to be Completed by September,pdf,An announcement that the Tanzania-Zambia roadway would be complete by September 1974 and give Zambia ocean access.,,johnson Publishing,1974.08,yes,single-page; photographs,Tommy Burns; Celebrity Friends,Zambia,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Robinson & Friends'",mg101_b6_robinson_friends_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld049,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA66#v=onepage&q&f=false,,Pan African Notes,pdf,"This article shares various news announcements about the activities of Pan Africanists. Some notable scholars include Dawolu Gene Locke, Akbar Muhammad, Pancho Kadiysky and more.",,johnson Publishing,1974.08,yes,single-page; notices,Trust; Tenney; Duty; World War; Spirit of God; Psychiana Affirmations,"Houston, Texas",,,,University of Idaho Library Digital Initiatives - https://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
blackworld050,https://books.google.com/books?id=vjkDAAAAMBAJ&lpg=PA1&pg=PA77#v=onepage&q&f=false,,"""To Follow""",pdf,"In this article, Alonso 4X critiques the beliefs of Black youth activists. Hebelieves that Black people have spread themselves thin advocating for too many issues, and are not focusing on the 'core' issue of racism. He asks that Black people stop being obsessed with white culture, and the only way to achieve true liberation is to reject all things white.",Alonso 4X,johnson Publishing,1974.08,yes,single-page; advertisements,Offer; Members; Discount; Robinson's Books,"Newark, New Jersey",,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_048,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana
